,trainIndices,testIndices_withinDomain,testIndices_acrossDomain
504,labeled-data/GreyHorseNoShadowBadLight/0310.png,labeled-data/Sample12/0103.png,labeled-data/Brownhorselight/0296.png
505,labeled-data/GreyHorseNoShadowBadLight/0312.png,labeled-data/Sample12/0105.png,labeled-data/Brownhorselight/0297.png
506,labeled-data/GreyHorseNoShadowBadLight/0315.png,labeled-data/Sample12/0107.png,labeled-data/Brownhorselight/0298.png
507,labeled-data/GreyHorseNoShadowBadLight/0316.png,labeled-data/Sample12/0108.png,labeled-data/Brownhorselight/0299.png
508,labeled-data/GreyHorseNoShadowBadLight/0318.png,labeled-data/Sample12/0109.png,labeled-data/Brownhorselight/0300.png
509,labeled-data/GreyHorseNoShadowBadLight/0319.png,labeled-data/Sample12/0112.png,labeled-data/Brownhorselight/0301.png
510,labeled-data/GreyHorseNoShadowBadLight/0320.png,labeled-data/Sample12/0113.png,labeled-data/Brownhorselight/0302.png
511,labeled-data/GreyHorseNoShadowBadLight/0321.png,labeled-data/Sample12/0115.png,labeled-data/Brownhorselight/0303.png
512,labeled-data/GreyHorseNoShadowBadLight/0322.png,labeled-data/Sample12/0116.png,labeled-data/Brownhorselight/0304.png
513,labeled-data/GreyHorseNoShadowBadLight/0323.png,labeled-data/Sample12/0117.png,labeled-data/Brownhorselight/0305.png
514,labeled-data/GreyHorseNoShadowBadLight/0324.png,labeled-data/Sample12/0118.png,labeled-data/Brownhorselight/0306.png
515,labeled-data/GreyHorseNoShadowBadLight/0327.png,labeled-data/Sample12/0119.png,labeled-data/Brownhorselight/0307.png
516,labeled-data/GreyHorseNoShadowBadLight/0329.png,labeled-data/Sample12/0120.png,labeled-data/Brownhorselight/0308.png
517,labeled-data/Sample12/0073.png,labeled-data/Sample12/0122.png,labeled-data/Brownhorselight/0309.png
518,labeled-data/Sample12/0074.png,labeled-data/Sample12/0123.png,labeled-data/Brownhorselight/0310.png
519,labeled-data/Sample12/0075.png,labeled-data/Sample12/0124.png,labeled-data/Brownhorselight/0311.png
520,labeled-data/Sample12/0077.png,labeled-data/Sample12/0126.png,labeled-data/Brownhorselight/0312.png
521,labeled-data/Sample12/0082.png,labeled-data/Sample12/0128.png,labeled-data/Brownhorselight/0313.png
522,labeled-data/Sample12/0083.png,labeled-data/Sample12/0133.png,labeled-data/Brownhorselight/0314.png
523,labeled-data/Sample12/0087.png,labeled-data/Sample12/0135.png,labeled-data/Brownhorselight/0315.png
524,labeled-data/Sample12/0088.png,labeled-data/Sample12/0142.png,labeled-data/Brownhorselight/0316.png
525,labeled-data/Sample12/0091.png,labeled-data/Sample12/0143.png,labeled-data/Brownhorselight/0317.png
526,labeled-data/Sample12/0092.png,labeled-data/Sample12/0144.png,labeled-data/Brownhorselight/0318.png
527,labeled-data/Sample12/0093.png,labeled-data/Sample12/0145.png,labeled-data/Brownhorselight/0319.png
528,labeled-data/Sample12/0094.png,labeled-data/Sample12/0146.png,labeled-data/Brownhorselight/0320.png
529,labeled-data/Sample12/0098.png,labeled-data/Sample12/0151.png,labeled-data/Brownhorselight/0321.png
530,labeled-data/Sample12/0100.png,labeled-data/Sample12/0153.png,labeled-data/Brownhorselight/0322.png
531,labeled-data/Sample12/0104.png,labeled-data/Sample12/0158.png,labeled-data/Brownhorselight/0323.png
532,labeled-data/Sample12/0106.png,labeled-data/Sample12/0159.png,labeled-data/Brownhorselight/0324.png
533,labeled-data/Sample12/0110.png,labeled-data/Sample12/0161.png,labeled-data/Brownhorselight/0325.png
534,labeled-data/Sample12/0111.png,labeled-data/Sample12/0162.png,labeled-data/Brownhorselight/0326.png
535,labeled-data/Sample12/0114.png,labeled-data/Sample12/0165.png,labeled-data/Brownhorselight/0327.png
536,labeled-data/Sample12/0121.png,labeled-data/Sample12/0166.png,labeled-data/Brownhorselight/0328.png
537,labeled-data/Sample12/0125.png,labeled-data/Sample12/0169.png,labeled-data/Brownhorselight/0329.png
538,labeled-data/Sample12/0127.png,labeled-data/Sample12/0170.png,labeled-data/Brownhorselight/0330.png
539,labeled-data/Sample12/0129.png,labeled-data/Sample12/0171.png,labeled-data/Brownhorselight/0331.png
540,labeled-data/Sample12/0130.png,labeled-data/Sample12/0173.png,labeled-data/Brownhorselight/0332.png
541,labeled-data/Sample12/0131.png,labeled-data/Sample12/0175.png,labeled-data/Brownhorselight/0333.png
542,labeled-data/Sample12/0132.png,labeled-data/Sample12/0178.png,labeled-data/Brownhorselight/0334.png
543,labeled-data/Sample12/0134.png,labeled-data/Sample12/0180.png,labeled-data/Brownhorselight/0335.png
544,labeled-data/Sample12/0136.png,labeled-data/Sample12/0182.png,labeled-data/Brownhorselight/0336.png
545,labeled-data/Sample12/0137.png,labeled-data/Sample12/0187.png,labeled-data/Brownhorselight/0337.png
546,labeled-data/Sample12/0138.png,labeled-data/Sample12/0190.png,labeled-data/Brownhorselight/0338.png
547,labeled-data/Sample12/0139.png,labeled-data/Sample12/0191.png,labeled-data/Brownhorselight/0339.png
548,labeled-data/Sample12/0140.png,labeled-data/Sample12/0198.png,labeled-data/Brownhorselight/0340.png
549,labeled-data/Sample12/0141.png,labeled-data/Sample12/0199.png,labeled-data/Brownhorselight/0341.png
550,labeled-data/Sample12/0147.png,labeled-data/Sample12/0200.png,labeled-data/Brownhorselight/0342.png
551,labeled-data/Sample12/0148.png,labeled-data/Sample12/0201.png,labeled-data/Brownhorselight/0343.png
552,labeled-data/Sample12/0149.png,labeled-data/Sample12/0202.png,labeled-data/Brownhorselight/0344.png
553,labeled-data/Sample12/0150.png,labeled-data/Sample12/0203.png,labeled-data/Brownhorselight/0345.png
554,labeled-data/Sample12/0152.png,labeled-data/Sample12/0207.png,labeled-data/Brownhorselight/0346.png
555,labeled-data/Sample12/0154.png,labeled-data/Sample12/0208.png,labeled-data/Brownhorselight/0347.png
556,labeled-data/Sample12/0155.png,labeled-data/Sample12/0209.png,labeled-data/Brownhorselight/0348.png
557,labeled-data/Sample12/0156.png,labeled-data/Sample12/0211.png,labeled-data/Brownhorselight/0349.png
558,labeled-data/Sample12/0157.png,labeled-data/Sample12/0212.png,labeled-data/Brownhorselight/0350.png
559,labeled-data/Sample12/0160.png,labeled-data/Sample12/0213.png,labeled-data/Brownhorselight/0351.png
560,labeled-data/Sample12/0163.png,labeled-data/Sample12/0215.png,labeled-data/Brownhorselight/0352.png
561,labeled-data/Sample12/0164.png,labeled-data/Sample12/0216.png,labeled-data/Brownhorselight/0353.png
562,labeled-data/Sample12/0167.png,labeled-data/Sample12/0218.png,labeled-data/Brownhorselight/0354.png
563,labeled-data/Sample12/0168.png,labeled-data/Sample12/0222.png,labeled-data/Brownhorselight/0355.png
564,labeled-data/Sample12/0172.png,labeled-data/Sample12/0224.png,labeled-data/Brownhorselight/0356.png
565,labeled-data/Sample12/0174.png,labeled-data/Sample12/0228.png,labeled-data/Brownhorselight/0357.png
566,labeled-data/Sample12/0176.png,labeled-data/Sample12/0232.png,labeled-data/Brownhorselight/0358.png
567,labeled-data/Sample12/0177.png,labeled-data/Sample12/0233.png,labeled-data/Brownhorselight/0359.png
568,labeled-data/Sample12/0179.png,labeled-data/Sample12/0235.png,labeled-data/Brownhorselight/0360.png
569,labeled-data/Sample12/0181.png,labeled-data/Sample12/0236.png,labeled-data/Brownhorselight/0361.png
570,labeled-data/Sample12/0183.png,labeled-data/Sample12/0238.png,labeled-data/Brownhorselight/0362.png
571,labeled-data/Sample12/0184.png,labeled-data/Sample12/0239.png,labeled-data/Brownhorselight/0363.png
572,labeled-data/Sample12/0185.png,labeled-data/Sample12/0240.png,labeled-data/Brownhorselight/0364.png
573,labeled-data/Sample12/0186.png,labeled-data/Sample12/0241.png,labeled-data/Brownhorselight/0365.png
574,labeled-data/Sample12/0188.png,labeled-data/Sample12/0242.png,labeled-data/Brownhorselight/0366.png
575,labeled-data/Sample12/0189.png,labeled-data/Sample12/0244.png,labeled-data/Brownhorselight/0367.png
576,labeled-data/Sample12/0192.png,labeled-data/Sample12/0246.png,labeled-data/Brownhorselight/0368.png
577,labeled-data/Sample12/0193.png,labeled-data/Sample12/0249.png,labeled-data/Brownhorselight/0369.png
578,labeled-data/Sample12/0194.png,labeled-data/Sample12/0250.png,labeled-data/Brownhorselight/0370.png
579,labeled-data/Sample12/0195.png,labeled-data/Sample12/0253.png,labeled-data/Brownhorselight/0371.png
580,labeled-data/Sample12/0196.png,labeled-data/Sample12/0255.png,labeled-data/Brownhorselight/0372.png
581,labeled-data/Sample12/0197.png,labeled-data/Sample12/0259.png,labeled-data/Brownhorselight/0373.png
582,labeled-data/Sample12/0204.png,labeled-data/Sample12/0260.png,labeled-data/Brownhorselight/0374.png
583,labeled-data/Sample12/0205.png,labeled-data/Sample12/0264.png,labeled-data/Brownhorselight/0375.png
584,labeled-data/Sample12/0206.png,labeled-data/Sample12/0266.png,labeled-data/Brownhorselight/0376.png
585,labeled-data/Sample12/0210.png,labeled-data/Sample12/0267.png,labeled-data/Brownhorselight/0377.png
586,labeled-data/Sample12/0214.png,labeled-data/Sample12/0268.png,labeled-data/Brownhorselight/0378.png
587,labeled-data/Sample12/0217.png,labeled-data/Sample12/0269.png,labeled-data/Brownhorselight/0379.png
588,labeled-data/Sample12/0219.png,labeled-data/Sample12/0271.png,labeled-data/Brownhorselight/0380.png
589,labeled-data/Sample12/0220.png,labeled-data/Sample12/0273.png,labeled-data/Brownhorselight/0381.png
590,labeled-data/Sample12/0221.png,labeled-data/Sample12/0276.png,labeled-data/Brownhorselight/0382.png
591,labeled-data/Sample12/0223.png,labeled-data/Sample12/0280.png,labeled-data/Brownhorselight/0383.png
592,labeled-data/Sample12/0225.png,labeled-data/Sample12/0284.png,labeled-data/Brownhorselight/0384.png
593,labeled-data/Sample12/0226.png,labeled-data/Sample12/0285.png,labeled-data/Brownhorselight/0385.png
594,labeled-data/Sample12/0227.png,labeled-data/Sample12/0286.png,labeled-data/Brownhorselight/0386.png
595,labeled-data/Sample12/0229.png,labeled-data/Sample12/0287.png,labeled-data/ChestnutHorseLight/0000.png
596,labeled-data/Sample12/0230.png,labeled-data/Sample12/0288.png,labeled-data/ChestnutHorseLight/0001.png
597,labeled-data/Sample12/0231.png,labeled-data/Sample12/0289.png,labeled-data/ChestnutHorseLight/0002.png
598,labeled-data/Sample12/0234.png,labeled-data/Sample12/0292.png,labeled-data/ChestnutHorseLight/0003.png
599,labeled-data/Sample12/0237.png,labeled-data/Sample12/0293.png,labeled-data/ChestnutHorseLight/0004.png
600,labeled-data/Sample12/0243.png,labeled-data/Sample12/0294.png,labeled-data/ChestnutHorseLight/0005.png
601,labeled-data/Sample12/0245.png,labeled-data/Sample12/0296.png,labeled-data/ChestnutHorseLight/0006.png
602,labeled-data/Sample12/0247.png,labeled-data/Sample12/0298.png,labeled-data/ChestnutHorseLight/0007.png
603,labeled-data/Sample12/0248.png,labeled-data/Sample12/0299.png,labeled-data/ChestnutHorseLight/0008.png
604,labeled-data/Sample12/0251.png,labeled-data/Sample12/0300.png,labeled-data/ChestnutHorseLight/0009.png
605,labeled-data/Sample12/0252.png,labeled-data/Sample12/0301.png,labeled-data/ChestnutHorseLight/0010.png
606,labeled-data/Sample12/0254.png,labeled-data/Sample12/0304.png,labeled-data/ChestnutHorseLight/0011.png
607,labeled-data/Sample12/0256.png,labeled-data/Sample12/0308.png,labeled-data/ChestnutHorseLight/0012.png
608,labeled-data/Sample12/0257.png,labeled-data/Sample12/0310.png,labeled-data/ChestnutHorseLight/0013.png
609,labeled-data/Sample12/0258.png,labeled-data/Sample12/0314.png,labeled-data/ChestnutHorseLight/0014.png
610,labeled-data/Sample12/0261.png,labeled-data/Sample12/0316.png,labeled-data/ChestnutHorseLight/0015.png
611,labeled-data/Sample12/0262.png,labeled-data/Sample12/0319.png,labeled-data/ChestnutHorseLight/0016.png
612,labeled-data/Sample12/0263.png,labeled-data/Sample12/0320.png,labeled-data/ChestnutHorseLight/0017.png
613,labeled-data/Sample12/0265.png,labeled-data/Sample12/0325.png,labeled-data/ChestnutHorseLight/0018.png
614,labeled-data/Sample12/0270.png,labeled-data/Sample12/0326.png,labeled-data/ChestnutHorseLight/0019.png
615,labeled-data/Sample12/0272.png,labeled-data/Sample12/0331.png,labeled-data/ChestnutHorseLight/0020.png
616,labeled-data/Sample12/0274.png,labeled-data/Sample12/0334.png,labeled-data/ChestnutHorseLight/0021.png
617,labeled-data/Sample12/0275.png,labeled-data/Sample12/0335.png,labeled-data/ChestnutHorseLight/0022.png
618,labeled-data/Sample12/0277.png,labeled-data/Sample12/0336.png,labeled-data/ChestnutHorseLight/0023.png
619,labeled-data/Sample12/0278.png,labeled-data/Sample12/0337.png,labeled-data/ChestnutHorseLight/0024.png
620,labeled-data/Sample12/0279.png,labeled-data/Sample12/0338.png,labeled-data/ChestnutHorseLight/0025.png
621,labeled-data/Sample12/0281.png,labeled-data/Sample12/0340.png,labeled-data/ChestnutHorseLight/0026.png
622,labeled-data/Sample12/0282.png,labeled-data/Sample12/0342.png,labeled-data/ChestnutHorseLight/0027.png
623,labeled-data/Sample12/0283.png,labeled-data/Sample12/0348.png,labeled-data/ChestnutHorseLight/0028.png
624,labeled-data/Sample12/0290.png,labeled-data/Sample12/0349.png,labeled-data/ChestnutHorseLight/0029.png
625,labeled-data/Sample12/0291.png,labeled-data/Sample12/0351.png,labeled-data/ChestnutHorseLight/0030.png
626,labeled-data/Sample12/0295.png,labeled-data/Sample12/0353.png,labeled-data/ChestnutHorseLight/0031.png
627,labeled-data/Sample12/0297.png,labeled-data/Sample12/0354.png,labeled-data/ChestnutHorseLight/0032.png
628,labeled-data/Sample12/0302.png,labeled-data/Sample13/0001.png,labeled-data/ChestnutHorseLight/0033.png
629,labeled-data/Sample12/0303.png,labeled-data/Sample13/0002.png,labeled-data/ChestnutHorseLight/0034.png
630,labeled-data/Sample12/0305.png,labeled-data/Sample13/0003.png,labeled-data/ChestnutHorseLight/0035.png
631,labeled-data/Sample12/0306.png,labeled-data/Sample13/0006.png,labeled-data/ChestnutHorseLight/0036.png
632,labeled-data/Sample12/0307.png,labeled-data/Sample13/0007.png,labeled-data/ChestnutHorseLight/0037.png
633,labeled-data/Sample12/0309.png,labeled-data/Sample13/0008.png,labeled-data/ChestnutHorseLight/0038.png
634,labeled-data/Sample12/0311.png,labeled-data/Sample13/0011.png,labeled-data/ChestnutHorseLight/0039.png
635,labeled-data/Sample12/0312.png,labeled-data/Sample13/0015.png,labeled-data/ChestnutHorseLight/0040.png
636,labeled-data/Sample12/0313.png,labeled-data/Sample13/0020.png,labeled-data/ChestnutHorseLight/0041.png
637,labeled-data/Sample12/0315.png,labeled-data/Sample13/0021.png,labeled-data/ChestnutHorseLight/0042.png
638,labeled-data/Sample12/0317.png,labeled-data/Sample13/0024.png,labeled-data/ChestnutHorseLight/0043.png
639,labeled-data/Sample12/0318.png,labeled-data/Sample13/0025.png,labeled-data/ChestnutHorseLight/0044.png
640,labeled-data/Sample12/0321.png,labeled-data/Sample13/0026.png,labeled-data/ChestnutHorseLight/0045.png
641,labeled-data/Sample12/0322.png,labeled-data/Sample13/0028.png,labeled-data/ChestnutHorseLight/0046.png
642,labeled-data/Sample12/0323.png,labeled-data/Sample13/0031.png,labeled-data/ChestnutHorseLight/0047.png
643,labeled-data/Sample12/0324.png,labeled-data/Sample13/0034.png,labeled-data/ChestnutHorseLight/0048.png
644,labeled-data/Sample12/0327.png,labeled-data/Sample13/0037.png,labeled-data/ChestnutHorseLight/0049.png
645,labeled-data/Sample12/0328.png,labeled-data/Sample13/0039.png,labeled-data/ChestnutHorseLight/0050.png
646,labeled-data/Sample12/0329.png,labeled-data/Sample13/0042.png,labeled-data/ChestnutHorseLight/0051.png
647,labeled-data/Sample12/0330.png,labeled-data/Sample13/0045.png,labeled-data/ChestnutHorseLight/0052.png
648,labeled-data/Sample12/0332.png,labeled-data/Sample13/0048.png,labeled-data/ChestnutHorseLight/0053.png
649,labeled-data/Sample12/0333.png,labeled-data/Sample13/0050.png,labeled-data/ChestnutHorseLight/0054.png
650,labeled-data/Sample12/0339.png,labeled-data/Sample13/0052.png,labeled-data/ChestnutHorseLight/0055.png
651,labeled-data/Sample12/0341.png,labeled-data/Sample13/0054.png,labeled-data/ChestnutHorseLight/0056.png
652,labeled-data/Sample12/0343.png,labeled-data/Sample13/0057.png,labeled-data/ChestnutHorseLight/0057.png
653,labeled-data/Sample12/0344.png,labeled-data/Sample13/0059.png,labeled-data/ChestnutHorseLight/0058.png
654,labeled-data/Sample12/0345.png,labeled-data/Sample13/0060.png,labeled-data/ChestnutHorseLight/0059.png
655,labeled-data/Sample12/0346.png,labeled-data/Sample13/0062.png,labeled-data/ChestnutHorseLight/0060.png
656,labeled-data/Sample12/0347.png,labeled-data/Sample13/0063.png,labeled-data/ChestnutHorseLight/0061.png
657,labeled-data/Sample12/0350.png,labeled-data/Sample13/0064.png,labeled-data/ChestnutHorseLight/0062.png
658,labeled-data/Sample12/0352.png,labeled-data/Sample13/0068.png,labeled-data/ChestnutHorseLight/0063.png
659,labeled-data/Sample12/0355.png,labeled-data/Sample13/0069.png,labeled-data/ChestnutHorseLight/0064.png
660,labeled-data/Sample12/0356.png,labeled-data/Sample13/0071.png,labeled-data/ChestnutHorseLight/0065.png
661,labeled-data/Sample12/0357.png,labeled-data/Sample13/0072.png,labeled-data/ChestnutHorseLight/0066.png
662,labeled-data/Sample12/0358.png,labeled-data/Sample13/0073.png,labeled-data/ChestnutHorseLight/0067.png
663,labeled-data/Sample13/0004.png,labeled-data/Sample13/0075.png,labeled-data/ChestnutHorseLight/0068.png
664,labeled-data/Sample13/0005.png,labeled-data/Sample13/0076.png,labeled-data/ChestnutHorseLight/0069.png
665,labeled-data/Sample13/0009.png,labeled-data/Sample13/0079.png,labeled-data/ChestnutHorseLight/0070.png
666,labeled-data/Sample13/0010.png,labeled-data/Sample13/0080.png,labeled-data/ChestnutHorseLight/0071.png
667,labeled-data/Sample13/0012.png,labeled-data/Sample13/0083.png,labeled-data/ChestnutHorseLight/0072.png
668,labeled-data/Sample13/0013.png,labeled-data/Sample13/0084.png,labeled-data/ChestnutHorseLight/0073.png
669,labeled-data/Sample13/0014.png,labeled-data/Sample13/0085.png,labeled-data/ChestnutHorseLight/0074.png
670,labeled-data/Sample13/0016.png,labeled-data/Sample13/0090.png,labeled-data/ChestnutHorseLight/0075.png
671,labeled-data/Sample13/0017.png,labeled-data/Sample13/0093.png,labeled-data/ChestnutHorseLight/0076.png
672,labeled-data/Sample13/0018.png,labeled-data/Sample13/0094.png,labeled-data/ChestnutHorseLight/0077.png
673,labeled-data/Sample13/0019.png,labeled-data/Sample13/0097.png,labeled-data/ChestnutHorseLight/0078.png
674,labeled-data/Sample13/0022.png,labeled-data/Sample13/0098.png,labeled-data/ChestnutHorseLight/0079.png
675,labeled-data/Sample13/0023.png,labeled-data/Sample13/0099.png,labeled-data/ChestnutHorseLight/0080.png
676,labeled-data/Sample13/0027.png,labeled-data/Sample13/0100.png,labeled-data/ChestnutHorseLight/0081.png
677,labeled-data/Sample13/0029.png,labeled-data/Sample13/0101.png,labeled-data/ChestnutHorseLight/0082.png
678,labeled-data/Sample13/0030.png,labeled-data/Sample13/0105.png,labeled-data/ChestnutHorseLight/0083.png
679,labeled-data/Sample13/0032.png,labeled-data/Sample13/0109.png,labeled-data/ChestnutHorseLight/0084.png
680,labeled-data/Sample13/0033.png,labeled-data/Sample13/0110.png,labeled-data/ChestnutHorseLight/0085.png
681,labeled-data/Sample13/0035.png,labeled-data/Sample13/0111.png,labeled-data/ChestnutHorseLight/0086.png
682,labeled-data/Sample13/0036.png,labeled-data/Sample13/0113.png,labeled-data/ChestnutHorseLight/0087.png
683,labeled-data/Sample13/0038.png,labeled-data/Sample13/0114.png,labeled-data/ChestnutHorseLight/0088.png
684,labeled-data/Sample13/0040.png,labeled-data/Sample13/0116.png,labeled-data/ChestnutHorseLight/0089.png
685,labeled-data/Sample13/0041.png,labeled-data/Sample13/0118.png,labeled-data/ChestnutHorseLight/0090.png
686,labeled-data/Sample13/0043.png,labeled-data/Sample13/0120.png,labeled-data/ChestnutHorseLight/0091.png
687,labeled-data/Sample13/0044.png,labeled-data/Sample13/0121.png,labeled-data/ChestnutHorseLight/0092.png
688,labeled-data/Sample13/0046.png,labeled-data/Sample13/0122.png,labeled-data/ChestnutHorseLight/0093.png
689,labeled-data/Sample13/0047.png,labeled-data/Sample13/0123.png,labeled-data/ChestnutHorseLight/0094.png
690,labeled-data/Sample13/0049.png,labeled-data/Sample13/0124.png,labeled-data/ChestnutHorseLight/0095.png
691,labeled-data/Sample13/0051.png,labeled-data/Sample13/0125.png,labeled-data/ChestnutHorseLight/0096.png
692,labeled-data/Sample13/0053.png,labeled-data/Sample13/0126.png,labeled-data/ChestnutHorseLight/0097.png
693,labeled-data/Sample13/0055.png,labeled-data/Sample13/0132.png,labeled-data/ChestnutHorseLight/0098.png
694,labeled-data/Sample13/0056.png,labeled-data/Sample13/0133.png,labeled-data/ChestnutHorseLight/0099.png
695,labeled-data/Sample13/0058.png,labeled-data/Sample13/0135.png,labeled-data/ChestnutHorseLight/0100.png
696,labeled-data/Sample13/0061.png,labeled-data/Sample13/0138.png,labeled-data/ChestnutHorseLight/0101.png
697,labeled-data/Sample13/0065.png,labeled-data/Sample13/0145.png,labeled-data/ChestnutHorseLight/0102.png
698,labeled-data/Sample13/0066.png,labeled-data/Sample13/0147.png,labeled-data/ChestnutHorseLight/0103.png
699,labeled-data/Sample13/0067.png,labeled-data/Sample13/0148.png,labeled-data/ChestnutHorseLight/0104.png
700,labeled-data/Sample13/0070.png,labeled-data/Sample13/0149.png,labeled-data/ChestnutHorseLight/0105.png
701,labeled-data/Sample13/0074.png,labeled-data/Sample13/0150.png,labeled-data/ChestnutHorseLight/0106.png
702,labeled-data/Sample13/0077.png,labeled-data/Sample13/0152.png,labeled-data/ChestnutHorseLight/0107.png
703,labeled-data/Sample13/0078.png,labeled-data/Sample13/0153.png,labeled-data/ChestnutHorseLight/0108.png
704,labeled-data/Sample13/0081.png,labeled-data/Sample13/0154.png,labeled-data/ChestnutHorseLight/0109.png
705,labeled-data/Sample13/0082.png,labeled-data/Sample13/0155.png,labeled-data/ChestnutHorseLight/0110.png
706,labeled-data/Sample13/0086.png,labeled-data/Sample13/0156.png,labeled-data/ChestnutHorseLight/0111.png
707,labeled-data/Sample13/0087.png,labeled-data/Sample13/0157.png,labeled-data/ChestnutHorseLight/0112.png
708,labeled-data/Sample13/0088.png,labeled-data/Sample13/0166.png,labeled-data/ChestnutHorseLight/0113.png
709,labeled-data/Sample13/0089.png,labeled-data/Sample13/0167.png,labeled-data/ChestnutHorseLight/0114.png
710,labeled-data/Sample13/0091.png,labeled-data/Sample13/0168.png,labeled-data/ChestnutHorseLight/0115.png
711,labeled-data/Sample13/0092.png,labeled-data/Sample13/0169.png,labeled-data/ChestnutHorseLight/0116.png
712,labeled-data/Sample13/0095.png,labeled-data/Sample13/0172.png,labeled-data/ChestnutHorseLight/0117.png
713,labeled-data/Sample13/0096.png,labeled-data/Sample13/0174.png,labeled-data/ChestnutHorseLight/0118.png
714,labeled-data/Sample13/0102.png,labeled-data/Sample13/0175.png,labeled-data/ChestnutHorseLight/0119.png
715,labeled-data/Sample13/0103.png,labeled-data/Sample13/0176.png,labeled-data/ChestnutHorseLight/0120.png
716,labeled-data/Sample13/0104.png,labeled-data/Sample13/0182.png,labeled-data/ChestnutHorseLight/0121.png
717,labeled-data/Sample13/0106.png,labeled-data/Sample13/0183.png,labeled-data/ChestnutHorseLight/0122.png
718,labeled-data/Sample13/0107.png,labeled-data/Sample13/0184.png,labeled-data/ChestnutHorseLight/0123.png
719,labeled-data/Sample13/0108.png,labeled-data/Sample13/0187.png,labeled-data/ChestnutHorseLight/0124.png
720,labeled-data/Sample13/0112.png,labeled-data/Sample13/0188.png,labeled-data/ChestnutHorseLight/0125.png
721,labeled-data/Sample13/0115.png,labeled-data/Sample13/0190.png,labeled-data/ChestnutHorseLight/0126.png
722,labeled-data/Sample13/0117.png,labeled-data/Sample13/0191.png,labeled-data/ChestnutHorseLight/0127.png
723,labeled-data/Sample13/0119.png,labeled-data/Sample13/0192.png,labeled-data/ChestnutHorseLight/0128.png
724,labeled-data/Sample13/0127.png,labeled-data/Sample13/0193.png,labeled-data/ChestnutHorseLight/0129.png
725,labeled-data/Sample13/0128.png,labeled-data/Sample13/0198.png,labeled-data/ChestnutHorseLight/0130.png
726,labeled-data/Sample13/0129.png,labeled-data/Sample13/0199.png,labeled-data/ChestnutHorseLight/0131.png
727,labeled-data/Sample13/0130.png,labeled-data/Sample13/0201.png,labeled-data/ChestnutHorseLight/0132.png
728,labeled-data/Sample13/0131.png,labeled-data/Sample13/0202.png,labeled-data/ChestnutHorseLight/0133.png
729,labeled-data/Sample13/0134.png,labeled-data/Sample13/0205.png,labeled-data/ChestnutHorseLight/0134.png
730,labeled-data/Sample13/0136.png,labeled-data/Sample13/0206.png,labeled-data/ChestnutHorseLight/0135.png
731,labeled-data/Sample13/0137.png,labeled-data/Sample13/0208.png,labeled-data/ChestnutHorseLight/0136.png
732,labeled-data/Sample13/0139.png,labeled-data/Sample13/0213.png,labeled-data/ChestnutHorseLight/0137.png
733,labeled-data/Sample13/0140.png,labeled-data/Sample13/0214.png,labeled-data/ChestnutHorseLight/0138.png
734,labeled-data/Sample13/0141.png,labeled-data/Sample13/0215.png,labeled-data/ChestnutHorseLight/0139.png
735,labeled-data/Sample13/0142.png,labeled-data/Sample13/0216.png,labeled-data/ChestnutHorseLight/0140.png
736,labeled-data/Sample13/0143.png,labeled-data/Sample13/0219.png,labeled-data/ChestnutHorseLight/0141.png
737,labeled-data/Sample13/0144.png,labeled-data/Sample13/0220.png,labeled-data/ChestnutHorseLight/0142.png
738,labeled-data/Sample13/0146.png,labeled-data/Sample13/0222.png,labeled-data/ChestnutHorseLight/0143.png
739,labeled-data/Sample13/0151.png,labeled-data/Sample13/0223.png,labeled-data/ChestnutHorseLight/0144.png
740,labeled-data/Sample13/0158.png,labeled-data/Sample13/0227.png,labeled-data/ChestnutHorseLight/0145.png
741,labeled-data/Sample13/0159.png,labeled-data/Sample13/0228.png,labeled-data/ChestnutHorseLight/0146.png
742,labeled-data/Sample13/0160.png,labeled-data/Sample13/0231.png,labeled-data/ChestnutHorseLight/0147.png
743,labeled-data/Sample13/0161.png,labeled-data/Sample13/0232.png,labeled-data/ChestnutHorseLight/0148.png
744,labeled-data/Sample13/0162.png,labeled-data/Sample13/0234.png,labeled-data/ChestnutHorseLight/0149.png
745,labeled-data/Sample13/0163.png,labeled-data/Sample13/0235.png,labeled-data/ChestnutHorseLight/0150.png
746,labeled-data/Sample13/0164.png,labeled-data/Sample13/0236.png,labeled-data/ChestnutHorseLight/0151.png
747,labeled-data/Sample13/0165.png,labeled-data/Sample13/0237.png,labeled-data/ChestnutHorseLight/0152.png
748,labeled-data/Sample13/0170.png,labeled-data/Sample13/0240.png,labeled-data/ChestnutHorseLight/0153.png
749,labeled-data/Sample13/0171.png,labeled-data/Sample13/0243.png,labeled-data/ChestnutHorseLight/0154.png
750,labeled-data/Sample13/0173.png,labeled-data/Sample19/0111.png,labeled-data/ChestnutHorseLight/0155.png
751,labeled-data/Sample13/0177.png,labeled-data/Sample19/0113.png,labeled-data/ChestnutHorseLight/0156.png
752,labeled-data/Sample13/0178.png,labeled-data/Sample19/0114.png,labeled-data/ChestnutHorseLight/0157.png
753,labeled-data/Sample13/0179.png,labeled-data/Sample19/0116.png,labeled-data/ChestnutHorseLight/0158.png
754,labeled-data/Sample13/0180.png,labeled-data/Sample19/0117.png,labeled-data/ChestnutHorseLight/0159.png
